Job_Name,Company_Name,Location,Salary,Description,Skills
Full Stack Developer,Springrole,"Bengaluru, Karnataka",500000 - 800000,"We are looking for a full stack developer to produce scalable software solutions.As a full stack developer, you should be comfortable around both front-end and…","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
React JS & Node JS Developer,DevCool Inc.,NA,NA,"We will need 3-4 years of experience in the below skill/s.HTML, CSS, JavaScript, Bootstrap - Proficient.Solid understanding of AJAX, JavaScript, JQuery, JSON…","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node.js Developer / Back end Developer,Anvita Tours2health,India,NA,"A proven track record of developing software, web applications using JavaScript Knowledge of Node.js and frameworks available for it such as Express, StrongLoop…","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
"Full Stack Developer - (Full stack, JAVA, Node,JS, React.JS)",Arrow Designs,"Bengaluru, Karnataka",NA,WE ARE A TRANSFORMATIONAL PARTNER.We marry design and engineering language in ways that produce impactful and memorable experience journeys.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node js developer,RadicalStart Infolab (P) Limited,NA,15000 - 50000,Minimum of 1+ Year Real-time Experience in ReactJS/NodeJS/AngularJS.Good Understanding of Structured and Unstructured Databases (MySQL and Mongo Db).,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node js developer,RadicalStart Infolab (P) Limited,NA,15000 - 50000,Minimum of 1+ Year Real-time Experience in ReactJS/NodeJS/AngularJS.Good Understanding of Structured and Unstructured Databases (MySQL and Mongo Db).,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node js developer,RadicalStart Infolab (P) Limited,NA,15000 - 50000,Minimum of 1+ Year Real-time Experience in ReactJS/NodeJS/AngularJS.Good Understanding of Structured and Unstructured Databases (MySQL and Mongo Db).,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
React Native Developer,Byte Web IT Solution Private limited.,"Vadodara, Gujarat",NA,Cooperating with the back-end developer in the process of building the REST ful API.Fully understand and be able to support all aspects of the full Software…,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
React.js Developer,Differenz System,"Surat, Gujarat",NA,"Responsible for development of new highly-responsive, web-based user interface.Construct visualizations that are able to depict vast amounts of data.","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Full Stack Developer,CEDCOSS Technologies Pvt Ltd,"Lucknow, Uttar Pradesh",NA,"Strong Organizational and Project Management skill.Proficiency with Fundamental front end Languages such as PHP, CI, Laravel HTML, CSS and Javascripts.","React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Node js developer,RadicalStart Infolab (P) Limited,NA,15000 - 50000,Minimum of 1+ Year Real-time Experience in ReactJS/NodeJS/AngularJS.Good Understanding of Structured and Unstructured Databases (MySQL and Mongo Db).,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
ReactJS Developer,Incipient Info,"Ahmedabad, Gujarat",NA,Incipient Info* is URGENTLY looking for REACTJS DEVELOPER with atleast 1 year experience in reactjs.Identifying web-based user interactions.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
Software Engineer/Software Engineer-React JS,Sigma Consultancy Services,"Delhi, Delhi",500000 - 850000,Ï‚· Develop user interface and interactions using React.js.Ï‚· Building reusable components and front-end libraries for future use.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
MERN/React Developer,Simform,"Ahmedabad, Gujarat",NA,We're looking for a full stack developer that has experience developing a variety of Web Apps using the MERN stack.,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
React JS,newAmps Consulting,"Kolkata, West Bengal",NA,We are looking for a great JavaScript developer who is proficient with React.js.Integration of user-facing elements developed by front-end developers with…,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
"Full Stack Web Developer - (Python-django, React Js)",Findingpi Inc,"Nagpur, Maharashtra",NA,- Minimum 2 years experience as a back-end web developer in Python-Django .- Participate in developing and refining product requirements .,"React.js,DOM manipulation,JavaScript,JavaScript object model,React.js,React.js workflows, Flux,Redux,EcmaScript,data structure libraries,RESTful APIs,SON Web Token,Babel,Webpack,NPM, technical requirements, optimization,Git,SVN,Mercurial"
